# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "merged.saf" "-F" "SAF" "-o" "counts.txt" "-T" "8" "-p" "aFLAG_FIX_R1.target.filtered.sorted.bam" "aFLAG_FIX_R2.target.filtered.sorted.bam" "aFLAG_NATIVE_R1.target.filtered.sorted.bam" "aFLAG_NATIVE_R2.target.filtered.sorted.bam" "aFOXP3_FIX_R1.target.filtered.sorted.bam" "aFOXP3_FIX_R2.target.filtered.sorted.bam" "aFOXP3_NATIVE_R1.target.filtered.sorted.bam" "aFOXP3_NATIVE_R2.target.filtered.sorted.bam" "aH3K4me3_NATIVE_R1.target.filtered.sorted.bam" "IgG_FIX_R1.target.filtered.sorted.bam" "IgG_NATIVE_R1.target.filtered.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	aFLAG_FIX_R1.target.filtered.sorted.bam	aFLAG_FIX_R2.target.filtered.sorted.bam	aFLAG_NATIVE_R1.target.filtered.sorted.bam	aFLAG_NATIVE_R2.target.filtered.sorted.bam	aFOXP3_FIX_R1.target.filtered.sorted.bam	aFOXP3_FIX_R2.target.filtered.sorted.bam	aFOXP3_NATIVE_R1.target.filtered.sorted.bam	aFOXP3_NATIVE_R2.target.filtered.sorted.bam	aH3K4me3_NATIVE_R1.target.filtered.sorted.bam	IgG_FIX_R1.target.filtered.sorted.bam	IgG_NATIVE_R1.target.filtered.sorted.bam
chr1_53196100_53198001	chr1	53196100	53198001	.	1902	82	46	100	188	107	31	40	78	1192	94	20
chr1_53219634_53223098	chr1	53219634	53223098	.	3465	70	94	86	146	218	132	98	90	266	189	114
chr1_53237234_53239160	chr1	53237234	53239160	.	1927	43	31	64	124	127	40	34	62	444	52	44
chr1_53325546_53329474	chr1	53325546	53329474	.	3929	132	128	188	322	262	138	132	112	2012	106	194
chr1_53438448_53439888	chr1	53438448	53439888	.	1441	7	16	38	94	21	12	30	48	8	20	52
chr1_53737560_53739730	chr1	53737560	53739730	.	2171	28	15	94	178	22	14	50	98	77	40	78
chr1_53837091_53838748	chr1	53837091	53838748	.	1658	72	100	56	136	188	72	30	70	580	93	66
chr1_53889065_53890179	chr1	53889065	53890179	.	1115	34	54	36	120	94	30	28	48	382	42	72
chr1_53944206_53947872	chr1	53944206	53947872	.	3667	214	173	262	450	395	133	168	270	1893	195	126
chr1_54052152_54054612	chr1	54052152	54054612	.	2461	30	40	20	20	147	53	10	20	156	48	62
chr1_54199299_54201026	chr1	54199299	54201026	.	1728	56	37	60	38	76	40	34	38	318	56	50
chr1_54233126_54233917	chr1	54233126	54233917	.	792	8	6	30	34	4	0	35	32	11	2	35
chr1_54404081_54407710	chr1	54404081	54407710	.	3630	130	117	184	316	146	63	132	242	3554	154	52
chr1_54474592_54475184	chr1	54474592	54475184	.	593	2	13	32	12	0	4	30	32	10	2	6
chr1_54487460_54489849	chr1	54487460	54489849	.	2390	138	96	136	206	170	53	100	94	336	129	54
chr1_54499009_54500349	chr1	54499009	54500349	.	1341	32	8	68	94	8	8	21	54	26	18	14
chr1_54541905_54543191	chr1	54541905	54543191	.	1287	32	40	56	76	62	34	11	37	70	54	28
chr1_54715236_54716290	chr1	54715236	54716290	.	1055	32	30	17	60	90	10	16	32	84	38	8
chr1_54764044_54764892	chr1	54764044	54764892	.	849	35	44	32	70	46	17	20	42	70	48	31
chr1_54800315_54801887	chr1	54800315	54801887	.	1573	39	39	68	152	102	18	28	56	398	64	52
chr1_54805920_54806653	chr1	54805920	54806653	.	734	2	10	20	20	11	0	10	30	0	0	23
chr1_54886150_54888019	chr1	54886150	54888019	.	1870	41	36	50	92	146	47	70	17	440	54	67
chr1_54980387_54981764	chr1	54980387	54981764	.	1378	13	2	28	40	7	12	18	44	16	25	2
chr1_55039709_55040722	chr1	55039709	55040722	.	1014	6	8	26	42	10	2	4	11	24	22	11
chr1_55213757_55216651	chr1	55213757	55216651	.	2895	100	88	154	206	148	49	112	160	2106	121	86
chr1_56134808_56135760	chr1	56134808	56135760	.	953	4	2	0	0	2	0	40	2	1	4	0
chr1_56578194_56579542	chr1	56578194	56579542	.	1349	4	4	66	78	34	2	48	48	38	13	30
chr1_56644970_56645799	chr1	56644970	56645799	.	830	10	6	30	12	2	6	15	50	18	8	0
chr1_58249735_58250672	chr1	58249735	58250672	.	938	12	8	25	83	16	20	20	44	13	14	19
chr1_58545646_58547268	chr1	58545646	58547268	.	1623	142	102	50	126	340	88	52	32	580	112	144
chr1_58575919_58577848	chr1	58575919	58577848	.	1930	43	8	102	102	38	16	47	34	38	20	26
chr1_58699598_58700636	chr1	58699598	58700636	.	1039	22	6	26	59	46	8	10	18	150	12	26
chr1_58781300_58786690	chr1	58781300	58786690	.	5391	280	268	250	394	554	143	72	192	2160	285	276
chr1_58813615_58815813	chr1	58813615	58815813	.	2199	40	59	82	180	81	32	52	60	50	32	52
chr1_58816055_58816750	chr1	58816055	58816750	.	696	44	26	44	62	77	8	24	36	22	30	20
chr1_58903372_58904320	chr1	58903372	58904320	.	949	36	28	82	70	132	28	30	66	138	44	24
chr1_59146621_59147274	chr1	59146621	59147274	.	654	12	16	22	40	19	9	14	36	70	27	2
chr1_59296331_59297219	chr1	59296331	59297219	.	889	66	63	34	44	155	66	32	24	118	63	72
chr1_59814079_59815552	chr1	59814079	59815552	.	1474	37	54	36	138	78	30	48	56	98	54	32
chr1_59926573_59927090	chr1	59926573	59927090	.	518	8	13	24	21	31	7	14	2	26	6	34
chr1_61042850_61043906	chr1	61042850	61043906	.	1057	33	28	32	108	47	16	21	50	22	42	34
chr1_61049820_61051642	chr1	61049820	61051642	.	1823	38	24	44	100	64	12	32	136	236	52	52
chr1_61053729_61054278	chr1	61053729	61054278	.	550	12	2	14	42	23	2	7	4	24	3	30
chr1_61057054_61057581	chr1	61057054	61057581	.	528	18	22	8	23	42	12	20	10	40	16	36
chr1_61081731_61084204	chr1	61081731	61084204	.	2474	58	38	62	46	26	29	64	114	258	44	12
chr1_61723928_61725440	chr1	61723928	61725440	.	1513	32	19	24	48	53	30	21	2	56	24	46
chr1_61741654_61743607	chr1	61741654	61743607	.	1954	36	42	78	80	62	2	32	26	424	34	48
chr1_62434714_62438698	chr1	62434714	62438698	.	3985	200	167	182	226	410	163	108	172	2558	218	294
chr1_62439130_62439754	chr1	62439130	62439754	.	625	8	16	8	11	25	15	0	8	20	2	0
chr1_62687397_62688875	chr1	62687397	62688875	.	1479	46	23	130	98	32	16	72	120	1004	40	50
chr1_63315889_63318070	chr1	63315889	63318070	.	2182	17	30	68	100	33	22	50	42	72	41	70
chr1_63321986_63324823	chr1	63321986	63324823	.	2838	70	66	98	162	58	18	74	190	180	58	70
chr1_63366811_63368165	chr1	63366811	63368165	.	1355	50	70	76	148	125	57	40	130	306	112	94
chr1_63522950_63523579	chr1	63522950	63523579	.	630	17	14	16	22	49	12	13	4	22	34	42
chr1_63593047_63595081	chr1	63593047	63595081	.	2035	78	82	104	170	247	58	82	114	1410	118	58
chr1_63773684_63775363	chr1	63773684	63775363	.	1680	18	20	28	64	36	24	66	46	98	6	26
chr1_64469527_64471594	chr1	64469527	64471594	.	2068	28	14	91	114	26	12	30	76	92	20	40
chr1_64505028_64506123	chr1	64505028	64506123	.	1096	26	22	42	115	49	4	8	58	88	12	34
chr1_64744166_64745967	chr1	64744166	64745967	.	1802	8	35	38	122	32	12	62	68	222	22	56
chr1_64963723_64967162	chr1	64963723	64967162	.	3440	92	41	98	99	64	45	150	192	1824	86	12
chr1_65002047_65003660	chr1	65002047	65003660	.	1614	62	72	64	246	144	24	46	80	172	72	99
chr1_65065816_65068417	chr1	65065816	65068417	.	2602	97	61	123	260	160	64	100	264	2222	122	67
chr1_65147008_65149555	chr1	65147008	65149555	.	2548	52	26	102	300	122	32	98	176	2448	102	28
chr1_65254022_65255462	chr1	65254022	65255462	.	1441	32	40	48	116	39	26	96	130	572	22	6
chr1_65265655_65266314	chr1	65265655	65266314	.	660	20	16	30	58	58	12	8	12	40	2	34
chr1_65309154_65310139	chr1	65309154	65310139	.	986	20	9	59	76	21	22	32	38	30	2	11
chr1_65419607_65421253	chr1	65419607	65421253	.	1647	92	68	80	160	263	80	36	76	514	94	44
chr1_65525206_65526246	chr1	65525206	65526246	.	1041	5	4	72	86	18	6	22	34	12	10	26
chr1_65792613_65793849	chr1	65792613	65793849	.	1237	15	8	36	24	14	4	10	48	76	8	24
chr1_66159736_66160101	chr1	66159736	66160101	.	366	0	2	0	0	0	2	28	0	0	0	0
chr1_66300550_66301809	chr1	66300550	66301809	.	1260	19	2	0	4	36	35	34	0	0	8	0
chr1_66331404_66332851	chr1	66331404	66332851	.	1448	8	17	5	4	76	29	0	0	28	9	4
chr1_66333218_66334379	chr1	66333218	66334379	.	1162	5	9	0	0	35	23	4	2	20	6	0
chr1_66763403_66764235	chr1	66763403	66764235	.	833	4	0	1	2	6	7	0	0	22	2	0
chr1_66923710_66926225	chr1	66923710	66926225	.	2516	128	108	118	160	378	116	67	44	360	136	138
chr1_66929515_66931415	chr1	66929515	66931415	.	1901	84	67	120	252	146	72	72	122	1282	122	108
chr1_66934091_66934880	chr1	66934091	66934880	.	790	6	8	2	2	9	14	3	0	20	6	6
chr1_67052275_67054869	chr1	67052275	67054869	.	2595	88	67	120	200	158	71	132	138	1976	130	94
chr1_67306948_67310362	chr1	67306948	67310362	.	3415	34	44	30	116	124	61	15	56	766	58	50
chr1_67428834_67431317	chr1	67428834	67431317	.	2484	80	93	66	198	237	72	62	58	916	103	114
chr1_67684690_67687156	chr1	67684690	67687156	.	2467	218	250	210	336	500	130	112	230	3461	190	162
chr1_67832626_67833949	chr1	67832626	67833949	.	1324	6	4	84	132	17	2	30	83	28	40	12
chr1_68496475_68497441	chr1	68496475	68497441	.	967	9	16	25	40	44	14	12	10	52	15	16
chr1_69567865_69568946	chr1	69567865	69568946	.	1082	2	14	30	96	0	0	17	54	6	8	14
chr1_70205279_70206143	chr1	70205279	70206143	.	865	27	52	50	74	84	23	34	41	254	61	52
chr1_70220980_70222629	chr1	70220980	70222629	.	1650	98	101	76	162	258	62	71	116	644	109	180
chr1_70353568_70355111	chr1	70353568	70355111	.	1544	60	36	44	116	114	35	16	22	474	68	44
chr1_70410665_70411632	chr1	70410665	70411632	.	968	22	15	24	54	67	30	4	8	26	43	19
chr1_71046819_71048116	chr1	71046819	71048116	.	1298	8	2	70	88	15	8	18	41	78	22	11
chr1_72282304_72284182	chr1	72282304	72284182	.	1879	48	34	94	160	60	20	39	84	74	73	74
chr1_74197932_74198661	chr1	74197932	74198661	.	730	25	20	20	12	81	8	6	0	28	26	14
chr1_74732140_74732893	chr1	74732140	74732893	.	754	7	2	14	8	16	21	4	4	66	0	7
chr1_75614661_75616846	chr1	75614661	75616846	.	2186	10	11	64	56	12	16	22	36	25	12	26
chr1_75724031_75725301	chr1	75724031	75725301	.	1271	40	72	68	62	127	41	54	23	318	68	40
chr1_75785475_75787352	chr1	75785475	75787352	.	1878	26	33	16	20	85	33	6	0	30	28	6
chr1_76074262_76075425	chr1	76074262	76075425	.	1164	6	22	54	21	26	10	36	48	42	28	16
chr1_77281275_77283180	chr1	77281275	77283180	.	1906	34	10	72	78	27	23	44	40	90	23	26
chr1_77531658_77532286	chr1	77531658	77532286	.	629	7	10	32	48	14	0	4	34	10	6	6
chr1_77681407_77684173	chr1	77681407	77684173	.	2767	176	207	134	462	314	175	106	204	628	278	93
chr1_77686147_77688293	chr1	77686147	77688293	.	2147	20	20	76	38	24	9	10	28	9	10	23
chr1_77758999_77760176	chr1	77758999	77760176	.	1178	36	30	66	86	98	57	66	48	904	20	38
chr1_77779577_77780424	chr1	77779577	77780424	.	848	8	22	14	38	35	23	6	4	184	29	16
chr1_77888343_77889197	chr1	77888343	77889197	.	855	12	8	36	72	54	11	16	34	20	10	20
chr1_77976380_77977785	chr1	77976380	77977785	.	1406	18	40	10	19	11	16	0	4	38	18	0
chr1_77978493_77980683	chr1	77978493	77980683	.	2191	36	48	18	36	106	72	13	6	74	37	22
chr1_78045734_78046683	chr1	78045734	78046683	.	950	20	16	50	84	31	12	46	30	44	8	43
chr1_83783385_83784034	chr1	83783385	83784034	.	650	4	0	0	0	1	2	2	0	22	4	6
chr1_83860413_83861171	chr1	83860413	83861171	.	759	18	16	46	68	104	13	26	16	56	2	2
chr1_83998371_83999760	chr1	83998371	83999760	.	1390	31	48	34	72	97	37	68	84	268	34	88
chr1_84077399_84078778	chr1	84077399	84078778	.	1380	48	45	52	102	126	32	36	126	972	40	14
chr1_84298246_84299530	chr1	84298246	84299530	.	1285	18	14	94	30	63	28	22	36	220	16	24
chr1_84478752_84479785	chr1	84478752	84479785	.	1034	17	29	20	58	96	30	10	10	60	21	11
chr1_84505374_84507501	chr1	84505374	84507501	.	2128	104	130	155	312	210	89	106	140	1462	134	156
chr1_84573960_84574905	chr1	84573960	84574905	.	946	48	112	86	242	238	75	46	82	414	90	42
chr1_84620249_84621931	chr1	84620249	84621931	.	1683	57	50	32	138	139	50	40	38	71	31	60
chr1_84689468_84691481	chr1	84689468	84691481	.	2014	116	92	190	280	176	99	152	238	1072	118	92
chr1_84892581_84893514	chr1	84892581	84893514	.	934	16	6	18	27	31	8	24	30	102	14	28
chr1_84996154_84998524	chr1	84996154	84998524	.	2371	67	54	136	144	134	43	56	40	354	78	104
chr1_85047415_85049009	chr1	85047415	85049009	.	1595	19	24	80	91	73	32	76	100	154	12	44
chr1_85200225_85202241	chr1	85200225	85202241	.	2017	76	62	180	212	104	32	92	180	1270	120	72
chr1_85258289_85260021	chr1	85258289	85260021	.	1733	37	16	48	34	76	15	24	8	414	40	81
chr1_85271500_85272628	chr1	85271500	85272628	.	1129	2	6	0	0	2	0	2	3	20	4	2
chr1_85275546_85277328	chr1	85275546	85277328	.	1783	80	82	70	174	232	112	81	77	854	88	108
chr1_85464190_85465476	chr1	85464190	85465476	.	1287	7	10	56	62	24	2	42	92	16	14	8
chr1_85576545_85577379	chr1	85576545	85577379	.	835	20	10	34	70	9	2	30	38	92	6	0
chr1_85580569_85581897	chr1	85580569	85581897	.	1329	16	6	24	20	40	7	32	32	44	8	12
chr1_85615839_85616453	chr1	85615839	85616453	.	615	10	9	12	46	6	6	8	44	7	7	4
chr1_85707336_85708873	chr1	85707336	85708873	.	1538	14	12	8	30	40	22	2	0	20	22	2
chr1_86071991_86072869	chr1	86071991	86072869	.	879	8	4	0	0	1	3	30	4	0	2	0
chr1_86394783_86395324	chr1	86394783	86395324	.	542	4	0	8	24	48	18	0	10	18	10	0
chr1_86395666_86396551	chr1	86395666	86396551	.	886	25	37	24	94	86	64	16	28	114	20	34
chr1_86703723_86705953	chr1	86703723	86705953	.	2231	189	138	128	312	514	148	86	134	2214	232	148
chr1_86912748_86915779	chr1	86912748	86915779	.	3032	100	70	72	122	258	122	70	68	856	89	82
chr1_87131790_87132747	chr1	87131790	87132747	.	958	16	14	20	66	29	4	20	32	34	10	38
chr1_87327892_87329730	chr1	87327892	87329730	.	1839	146	110	144	168	256	41	46	123	878	124	142
chr1_87330361_87332975	chr1	87330361	87332975	.	2615	109	78	64	160	174	80	45	60	612	89	119
chr1_87334477_87335841	chr1	87334477	87335841	.	1365	24	28	48	50	63	14	68	38	362	48	27
chr1_88466942_88467578	chr1	88466942	88467578	.	637	2	0	36	68	2	1	8	54	11	0	8
chr1_88683159_88685642	chr1	88683159	88685642	.	2484	112	120	96	252	211	76	75	142	1426	168	106
chr1_88890205_88892284	chr1	88890205	88892284	.	2080	120	107	68	156	112	74	32	50	210	83	76
chr1_88991297_88993542	chr1	88991297	88993542	.	2246	184	124	152	246	304	124	100	142	793	168	120
chr1_89021131_89022474	chr1	89021131	89022474	.	1344	16	5	2	0	27	24	0	2	24	12	4
chr1_89063868_89065231	chr1	89063868	89065231	.	1364	8	10	0	2	26	12	4	0	32	20	4
chr1_89127876_89128890	chr1	89127876	89128890	.	1015	26	60	48	74	18	10	36	42	14	21	34
chr1_89197419_89199350	chr1	89197419	89199350	.	1932	14	18	0	14	48	40	3	4	42	14	0
chr1_89267950_89269060	chr1	89267950	89269060	.	1111	10	8	0	10	5	6	0	4	24	2	0
chr1_89270345_89274398	chr1	89270345	89274398	.	4054	30	40	31	60	82	77	46	12	96	51	42
chr1_89524140_89526562	chr1	89524140	89526562	.	2423	78	88	58	136	186	52	52	132	724	61	86
chr1_89610092_89611581	chr1	89610092	89611581	.	1490	9	38	12	11	81	86	14	6	0	17	6
chr1_89631730_89634365	chr1	89631730	89634365	.	2636	118	114	112	280	338	119	142	130	1911	68	52
chr1_89820360_89822433	chr1	89820360	89822433	.	2074	80	106	118	178	112	52	90	150	1438	134	70
chr1_89843101_89844721	chr1	89843101	89844721	.	1621	42	18	76	74	61	24	77	68	682	48	30
chr1_89994034_89995803	chr1	89994034	89995803	.	1770	69	80	96	312	230	66	70	142	1130	90	24
chr1_90706418_90707275	chr1	90706418	90707275	.	858	19	6	42	50	18	12	15	52	0	15	22
chr1_90717171_90717934	chr1	90717171	90717934	.	764	9	2	1	19	4	0	38	9	2	3	0
chr1_90726846_90727572	chr1	90726846	90727572	.	727	10	10	2	4	6	12	4	24	2	0	14
chr1_90850756_90851968	chr1	90850756	90851968	.	1213	35	8	70	78	10	16	34	32	60	32	17
chr1_90893667_90894271	chr1	90893667	90894271	.	605	6	4	43	25	14	0	6	32	26	2	21
chr1_91021110_91022494	chr1	91021110	91022494	.	1385	106	128	108	216	158	56	60	162	1002	146	61
chr1_91404340_91404917	chr1	91404340	91404917	.	578	17	22	26	88	17	4	13	42	14	14	19
chr1_91500452_91501976	chr1	91500452	91501976	.	1525	98	108	64	134	160	61	74	55	290	69	172
chr1_91884584_91886749	chr1	91884584	91886749	.	2166	80	110	167	236	111	48	72	138	1246	67	130
chr1_92029919_92030526	chr1	92029919	92030526	.	608	31	4	14	21	12	8	4	16	32	16	22
chr1_92080075_92080962	chr1	92080075	92080962	.	888	13	26	10	24	60	12	2	0	36	17	24
chr1_92298495_92299856	chr1	92298495	92299856	.	1362	74	73	40	86	170	50	38	36	564	59	60
chr1_92479881_92487537	chr1	92479881	92487537	.	7657	219	262	368	575	559	216	162	360	4030	290	248
chr1_92784177_92785845	chr1	92784177	92785845	.	1669	73	34	93	216	103	37	49	136	290	64	112
chr1_92831111_92833343	chr1	92831111	92833343	.	2233	73	54	48	110	164	102	22	36	286	102	70
chr1_92959496_92962463	chr1	92959496	92962463	.	2968	138	74	166	224	140	90	148	196	2299	90	50
chr1_93078703_93080244	chr1	93078703	93080244	.	1542	36	44	28	56	78	42	22	24	142	34	22
chr1_93170077_93170714	chr1	93170077	93170714	.	638	15	10	22	46	17	4	14	34	30	8	2
chr1_93178889_93182160	chr1	93178889	93182160	.	3272	156	161	140	306	402	128	64	147	973	180	134
chr1_93219121_93219479	chr1	93219121	93219479	.	359	2	0	0	0	12	0	3	0	20	6	0
chr1_93345196_93347895	chr1	93345196	93347895	.	2700	178	138	152	288	264	122	70	100	1976	178	38
chr1_93349478_93350046	chr1	93349478	93350046	.	569	8	1	2	0	9	0	0	0	18	2	0
chr1_93447621_93449486	chr1	93447621	93449486	.	1866	28	42	88	128	44	24	58	70	398	24	18
chr1_93680888_93682121	chr1	93680888	93682121	.	1234	6	20	40	76	58	17	27	76	372	24	22
chr1_93845960_93848437	chr1	93845960	93848437	.	2478	192	230	188	424	378	126	92	204	1936	257	174
chr1_93878218_93879541	chr1	93878218	93879541	.	1324	62	32	21	36	101	50	10	4	162	55	46
chr1_93908466_93910034	chr1	93908466	93910034	.	1569	72	66	76	108	98	28	128	192	1524	46	4
chr1_94236914_94237976	chr1	94236914	94237976	.	1063	2	4	52	74	6	8	40	30	30	12	10
chr1_94246889_94248313	chr1	94246889	94248313	.	1425	4	0	16	6	6	0	28	42	42	12	2
chr1_94417552_94419288	chr1	94417552	94419288	.	1737	86	126	168	252	154	37	128	89	722	84	78
chr1_94541215_94542259	chr1	94541215	94542259	.	1045	8	12	30	14	46	6	26	54	80	9	24
chr1_94925475_94927778	chr1	94925475	94927778	.	2304	56	30	100	258	79	14	72	64	194	42	18
chr1_95091121_95092296	chr1	95091121	95092296	.	1176	4	0	48	20	16	2	10	20	2	12	28
chr1_95116895_95118596	chr1	95116895	95118596	.	1702	17	23	78	164	6	9	32	104	125	21	2
chr1_95233555_95234859	chr1	95233555	95234859	.	1305	47	22	72	134	82	50	58	70	396	56	12
chr1_96721177_96722822	chr1	96721177	96722822	.	1646	46	35	90	68	104	27	48	92	444	62	38
chr1_96762648_96763543	chr1	96762648	96763543	.	896	6	4	46	42	14	2	12	17	4	13	20
chr1_97920201_97921765	chr1	97920201	97921765	.	1565	52	41	60	160	123	64	52	102	950	46	46
chr1_98045257_98046361	chr1	98045257	98046361	.	1105	26	16	27	42	21	14	21	44	32	14	28
chr1_98053362_98054652	chr1	98053362	98054652	.	1291	22	38	80	132	40	11	30	60	18	33	44
chr1_98661263_98662463	chr1	98661263	98662463	.	1201	14	9	62	36	26	6	12	44	28	8	18
chr1_99004331_99005729	chr1	99004331	99005729	.	1399	4	8	12	39	7	8	28	40	20	18	7
chr1_99507871_99508980	chr1	99507871	99508980	.	1110	4	4	11	38	8	8	4	28	3	26	8
chr1_99849643_99850731	chr1	99849643	99850731	.	1089	39	26	40	46	114	19	44	18	210	42	40
chr1_99856844_99857900	chr1	99856844	99857900	.	1057	10	16	36	74	4	8	18	34	2	8	17
chr1_99969665_99970988	chr1	99969665	99970988	.	1324	28	32	52	62	44	24	24	34	310	44	8
chr1_100037630_100039347	chr1	100037630	100039347	.	1718	78	79	116	136	121	33	122	154	1442	92	46
chr1_100132653_100133488	chr1	100132653	100133488	.	836	50	36	21	64	96	57	6	22	28	40	22
chr1_100265793_100267009	chr1	100265793	100267009	.	1217	49	99	60	88	91	64	24	24	456	110	54
chr1_100350773_100353908	chr1	100350773	100353908	.	3136	149	116	112	184	300	106	72	102	1310	150	112
chr1_100538937_100540360	chr1	100538937	100540360	.	1424	22	4	62	108	19	7	10	98	72	21	18
chr1_100894309_100897297	chr1	100894309	100897297	.	2989	78	64	78	136	168	84	24	76	516	87	132
chr1_101025584_101026294	chr1	101025584	101026294	.	711	24	45	25	20	39	16	3	4	62	14	4
chr1_101234858_101240482	chr1	101234858	101240482	.	5625	100	120	48	186	358	127	64	36	908	112	48
chr1_102853627_102854311	chr1	102853627	102854311	.	685	10	6	20	26	2	4	20	40	14	10	4
chr1_103525588_103526398	chr1	103525588	103526398	.	811	34	10	38	24	38	22	4	6	44	30	12
chr1_107055769_107058246	chr1	107055769	107058246	.	2478	44	48	104	130	122	52	34	52	438	74	108
chr1_107139887_107142091	chr1	107139887	107142091	.	2205	20	11	48	90	58	12	30	11	76	31	36
chr1_107963737_107966103	chr1	107963737	107966103	.	2367	66	58	89	67	118	52	38	94	450	40	31
chr1_108199466_108200787	chr1	108199466	108200787	.	1322	14	70	82	92	102	17	24	52	850	38	18
chr1_108559766_108560751	chr1	108559766	108560751	.	986	14	15	14	52	27	13	32	74	152	24	24
chr1_108640483_108641526	chr1	108640483	108641526	.	1044	10	22	8	37	16	8	30	12	4	21	4
chr1_108660286_108661908	chr1	108660286	108661908	.	1623	42	53	106	144	112	43	77	100	254	115	76
chr1_108691417_108694314	chr1	108691417	108694314	.	2898	100	83	68	130	263	87	20	34	476	100	72
chr1_108746471_108747434	chr1	108746471	108747434	.	964	32	20	46	78	76	22	36	40	444	35	19
chr1_108876477_108877916	chr1	108876477	108877916	.	1440	77	63	34	148	102	39	40	70	576	96	70
chr1_108962550_108963600	chr1	108962550	108963600	.	1051	38	31	28	105	76	33	24	42	194	84	12
chr1_109040064_109042527	chr1	109040064	109042527	.	2464	99	97	104	100	141	104	90	107	1251	96	56
chr1_109053023_109053799	chr1	109053023	109053799	.	777	2	5	50	30	2	2	18	34	6	5	32
chr1_109075788_109076856	chr1	109075788	109076856	.	1069	20	23	14	22	10	13	8	6	32	39	8
chr1_109089636_109092917	chr1	109089636	109092917	.	3282	63	60	28	40	164	36	14	24	346	52	60
chr1_109099040_109101687	chr1	109099040	109101687	.	2648	91	58	87	200	113	54	42	41	700	90	126
chr1_109113418_109114593	chr1	109113418	109114593	.	1176	14	12	38	24	11	6	40	50	58	18	6
chr1_109213377_109214933	chr1	109213377	109214933	.	1557	40	65	64	76	100	54	4	22	140	48	28
chr1_109249678_109250379	chr1	109249678	109250379	.	702	2	0	16	36	4	0	10	34	56	2	4
chr1_109258100_109259244	chr1	109258100	109259244	.	1145	14	18	74	102	2	16	36	36	16	18	82
chr1_109278561_109280034	chr1	109278561	109280034	.	1474	6	2	2	6	2	4	8	6	22	2	0
chr1_109282197_109283713	chr1	109282197	109283713	.	1517	37	64	48	66	182	49	4	24	204	44	115
chr1_109397043_109398385	chr1	109397043	109398385	.	1343	23	20	22	56	12	3	34	44	86	10	18
chr1_109425581_109427456	chr1	109425581	109427456	.	1876	88	83	56	178	231	92	16	58	649	102	63
chr1_109466258_109467919	chr1	109466258	109467919	.	1662	6	16	78	56	25	4	38	76	59	16	48
chr1_109483084_109486264	chr1	109483084	109486264	.	3181	64	115	80	126	168	78	123	168	476	92	95
chr1_109488226_109490151	chr1	109488226	109490151	.	1926	6	28	22	22	8	11	9	7	48	14	2
chr1_109491829_109493448	chr1	109491829	109493448	.	1620	10	6	7	6	13	4	4	9	54	15	5
chr1_109493677_109495317	chr1	109493677	109495317	.	1641	26	28	44	77	92	27	21	28	134	44	48
chr1_109508246_109509944	chr1	109508246	109509944	.	1699	11	11	41	59	16	14	24	28	74	32	16
chr1_109543075_109543927	chr1	109543075	109543927	.	853	7	0	14	22	11	0	8	32	12	19	12
chr1_109548041_109549340	chr1	109548041	109549340	.	1300	36	19	18	44	81	40	14	17	86	39	46
chr1_109619305_109622168	chr1	109619305	109622168	.	2864	82	55	24	83	156	29	29	40	350	77	68
chr1_109655874_109656805	chr1	109655874	109656805	.	932	27	36	38	42	34	13	30	18	178	22	36
chr1_109667742_109668502	chr1	109667742	109668502	.	761	2	19	24	37	23	6	0	8	20	18	0
chr1_109739671_109740572	chr1	109739671	109740572	.	902	6	24	22	48	12	20	28	4	34	38	22
chr1_109907312_109909009	chr1	109907312	109909009	.	1698	4	3	0	10	0	16	2	0	28	20	5
chr1_109909942_109913008	chr1	109909942	109913008	.	3067	44	32	50	70	68	28	42	24	904	30	28
chr1_109913227_109914148	chr1	109913227	109914148	.	922	4	2	0	6	4	3	0	0	24	4	8
chr1_109984392_109985598	chr1	109984392	109985598	.	1207	32	43	52	164	45	12	20	68	1436	98	75
chr1_110034221_110036378	chr1	110034221	110036378	.	2158	116	116	110	194	119	44	94	118	1740	66	46
chr1_110067679_110068554	chr1	110067679	110068554	.	876	29	32	26	68	2	6	16	32	8	4	34
chr1_110068723_110070012	chr1	110068723	110070012	.	1290	14	24	74	85	21	18	16	18	23	11	60
chr1_110083652_110084969	chr1	110083652	110084969	.	1318	30	10	32	78	38	28	34	52	152	22	44
chr1_110150327_110151871	chr1	110150327	110151871	.	1545	14	11	56	128	7	6	22	20	16	24	22
chr1_110209517_110212822	chr1	110209517	110212822	.	3306	102	89	202	328	157	38	138	328	1350	86	72
chr1_110234712_110236096	chr1	110234712	110236096	.	1385	8	22	1	26	1	9	5	0	20	14	10
chr1_110337256_110342285	chr1	110337256	110342285	.	5030	158	171	172	208	325	142	96	98	906	219	172
chr1_110406636_110408171	chr1	110406636	110408171	.	1536	61	42	90	30	121	28	36	12	532	130	61
chr1_110555227_110555799	chr1	110555227	110555799	.	573	20	10	60	106	8	7	5	18	14	24	37
chr1_110606339_110608311	chr1	110606339	110608311	.	1973	36	24	94	93	42	14	32	48	112	32	37
