# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "merged_peaks.saf" "-F" "SAF" "-p" "-o" "counts.txt" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_FIX_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_FIX_R2.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_NATIVE_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_NATIVE_R2.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_FIX_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_FIX_R2.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_NATIVE_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_NATIVE_R2.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aH3K4me3_NATIVE_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/IgG_FIX_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/IgG_NATIVE_R1.target.filtered.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_FIX_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_FIX_R2.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_NATIVE_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_NATIVE_R2.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_FIX_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_FIX_R2.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_NATIVE_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_NATIVE_R2.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aH3K4me3_NATIVE_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/IgG_FIX_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/IgG_NATIVE_R1.target.filtered.sorted.bam
peak6340	chr14	61327494	61328496	.	1003	33	10	6	22	39	28	0	14	22	22	6
peak6341	chr14	61694674	61698138	.	3465	125	142	192	236	226	106	105	132	2638	204	142
peak6342	chr14	61749467	61750428	.	962	4	7	0	0	0	2	13	0	20	3	0
peak6343	chr14	61750627	61752165	.	1539	30	29	72	72	51	28	75	66	162	58	0
peak6344	chr14	61762122	61763632	.	1511	28	16	18	28	59	13	32	17	90	38	24
peak6345	chr14	63045103	63046629	.	1527	12	16	56	164	16	8	42	58	8	15	30
peak6346	chr14	63542018	63544193	.	2176	192	150	178	228	248	128	72	136	2704	148	96
peak6347	chr14	63640365	63643423	.	3059	81	46	32	106	177	94	18	20	62	54	52
peak6348	chr14	63724404	63725423	.	1020	6	9	6	30	10	4	0	12	28	0	2
peak6349	chr14	63726119	63726688	.	570	6	1	0	0	2	16	2	0	24	2	0
peak6350	chr14	63726907	63728587	.	1681	38	25	52	88	57	36	44	92	1868	34	46
peak6351	chr14	63852578	63854220	.	1643	32	26	156	112	25	16	126	224	2573	48	24
peak6352	chr14	64293948	64294657	.	710	8	16	14	16	44	20	24	8	20	12	6
peak6353	chr14	64337956	64339533	.	1578	65	62	52	150	243	92	58	60	356	120	44
peak6354	chr14	64386639	64389770	.	3132	84	100	72	82	166	83	18	38	192	124	46
peak6355	chr14	64465051	64466223	.	1173	22	8	46	40	30	6	40	56	286	26	6
peak6356	chr14	64502395	64506697	.	4303	272	299	291	534	529	215	335	454	3754	297	168
peak6357	chr14	64539371	64541028	.	1658	54	31	39	87	87	39	30	20	108	66	52
peak6358	chr14	64541176	64542472	.	1297	11	17	33	85	33	9	16	36	40	25	24
peak6359	chr14	64549617	64550577	.	961	27	20	42	94	36	28	40	20	24	8	2
peak6360	chr14	64658049	64658552	.	504	10	16	38	24	1	0	8	46	6	8	15
peak6361	chr14	64704021	64705619	.	1599	44	20	52	222	61	21	20	126	331	53	43
peak6362	chr14	64742981	64743512	.	532	2	8	22	78	8	6	20	42	8	2	24
peak6363	chr14	64748994	64749475	.	482	5	0	20	31	2	1	21	44	8	2	4
peak6364	chr14	64786338	64786667	.	330	4	2	0	4	1	0	10	0	22	9	0
peak6365	chr14	64879153	64880938	.	1786	14	20	68	82	66	14	26	64	136	28	58
peak6366	chr14	64913653	64914863	.	1211	74	45	36	52	100	54	36	28	170	88	64
peak6367	chr14	64971299	64973168	.	1870	6	40	39	40	26	6	32	40	110	6	10
peak6368	chr14	64986760	64987769	.	1010	28	36	14	34	66	28	4	6	40	40	6
peak6369	chr14	65099156	65100506	.	1351	18	16	0	6	14	7	4	2	22	15	3
peak6370	chr14	65100698	65103649	.	2952	230	146	136	312	396	146	123	108	1167	198	209
peak6371	chr14	65410262	65411267	.	1006	7	6	0	0	3	7	5	0	18	10	4
peak6372	chr14	65411450	65414174	.	2725	225	220	164	350	433	154	116	180	2558	188	142
peak6373	chr14	66264893	66265540	.	648	0	0	0	0	0	2	0	0	24	0	0
peak6374	chr14	66507005	66509648	.	2644	133	139	99	202	389	172	99	120	1755	110	78
peak6375	chr14	67240550	67242557	.	2008	161	117	128	340	259	102	82	166	1260	176	72
peak6376	chr14	67357966	67358390	.	425	14	24	5	0	18	10	2	0	28	2	0
peak6377	chr14	67359180	67361134	.	1955	100	80	42	52	125	58	7	14	194	109	18
peak6378	chr14	67411122	67412482	.	1361	10	2	23	40	18	4	16	8	22	12	8
peak6379	chr14	67514603	67516314	.	1712	27	43	66	92	24	10	48	69	436	32	25
peak6380	chr14	67532717	67533808	.	1092	19	4	18	44	10	6	20	22	120	20	31
peak6381	chr14	67599656	67600473	.	818	18	65	28	130	119	24	20	30	218	53	30
peak6382	chr14	67619353	67621170	.	1818	25	15	34	56	84	32	26	28	58	4	28
peak6383	chr14	67657603	67658830	.	1228	2	0	0	21	3	2	0	2	20	3	8
peak6384	chr14	67673764	67675587	.	1824	120	74	125	220	194	58	42	64	1136	121	132
peak6385	chr14	67684716	67685724	.	1009	2	2	6	12	20	1	4	2	20	2	2
peak6386	chr14	67694218	67695758	.	1541	1	2	8	16	58	33	2	4	34	12	32
peak6387	chr14	67818843	67820175	.	1333	16	16	12	36	29	19	2	6	50	37	7
peak6388	chr14	68787960	68796641	.	8682	504	458	318	772	1218	504	336	280	2054	448	274
peak6389	chr14	68808312	68809435	.	1124	3	6	12	2	10	4	22	2	24	4	2
peak6390	chr14	68815495	68817505	.	2011	124	104	88	246	207	76	94	74	514	90	36
peak6391	chr14	68977362	68980298	.	2937	83	73	208	314	151	70	80	116	2448	82	138
peak6392	chr14	69150882	69154315	.	3434	178	228	244	371	219	101	158	326	4114	240	110
peak6393	chr14	69191306	69192228	.	923	16	16	10	30	50	13	2	14	120	4	28
peak6394	chr14	69259444	69261546	.	2103	28	6	88	165	10	24	50	88	98	34	22
peak6395	chr14	69397413	69400203	.	2791	74	86	56	104	170	80	16	34	548	76	64
peak6396	chr14	69483622	69485777	.	2156	17	20	86	101	8	6	27	42	22	24	14
peak6397	chr14	69570930	69573058	.	2129	8	4	60	112	42	10	48	64	24	18	54
peak6398	chr14	69610273	69615060	.	4788	92	72	72	156	83	61	56	132	770	82	8
peak6399	chr14	69726244	69727954	.	1711	46	28	50	122	54	28	16	8	44	56	30
peak6400	chr14	69766442	69769216	.	2775	107	74	69	175	126	123	46	64	258	123	80
peak6401	chr14	69849709	69850836	.	1128	4	6	68	40	14	10	4	30	6	17	27
peak6402	chr14	70188221	70189513	.	1293	6	2	54	74	26	6	32	80	60	21	36
peak6403	chr14	70234016	70234750	.	735	11	6	19	44	2	6	21	56	10	18	14
peak6404	chr14	70254440	70255349	.	910	10	2	26	24	8	4	8	16	38	6	0
peak6405	chr14	70641527	70643417	.	1891	31	34	76	118	26	27	44	94	974	22	62
peak6406	chr14	70808258	70810056	.	1799	50	70	140	207	70	23	83	148	1694	71	26
peak6407	chr14	70821524	70822905	.	1382	29	22	64	68	84	27	40	38	128	24	48
peak6408	chr14	70906942	70909178	.	2237	98	56	178	212	223	54	190	378	4562	111	32
peak6409	chr14	71254231	71254858	.	628	14	4	33	65	2	2	22	40	10	15	6
peak6410	chr14	71319143	71322230	.	3088	234	168	232	422	396	140	129	266	2596	200	218
peak6411	chr14	71931750	71932923	.	1174	2	0	28	46	0	2	34	18	22	24	4
peak6412	chr14	72891922	72894385	.	2464	92	56	82	208	125	55	62	88	830	112	80
peak6413	chr14	72925194	72927270	.	2077	95	69	92	141	246	84	54	78	302	104	110
peak6414	chr14	72997773	72998863	.	1091	4	6	4	0	5	6	3	0	22	2	0
peak6415	chr14	73025983	73027648	.	1666	43	48	39	108	147	82	63	54	416	64	18
peak6416	chr14	73058057	73060448	.	2392	63	41	42	78	91	40	34	24	196	72	42
peak6417	chr14	73135955	73139125	.	3171	148	160	83	146	265	104	86	82	1002	145	82
peak6418	chr14	73237293	73238863	.	1571	14	26	100	58	32	8	36	52	36	15	90
peak6419	chr14	73245659	73246268	.	610	18	6	24	46	24	5	12	14	22	3	16
peak6420	chr14	73457112	73459221	.	2110	74	117	74	166	131	57	78	104	1672	98	10
peak6421	chr14	73490220	73492143	.	1924	136	78	162	212	154	72	110	192	1446	62	80
peak6422	chr14	73537532	73538136	.	605	15	2	22	31	3	2	4	23	28	8	4
peak6423	chr14	73568634	73571188	.	2555	75	74	88	133	138	52	44	62	420	158	44
peak6424	chr14	73591547	73592597	.	1051	43	25	25	80	34	12	40	12	76	26	50
peak6425	chr14	73612287	73613394	.	1108	34	24	90	93	61	28	48	74	190	50	22
peak6426	chr14	73633671	73635349	.	1679	14	26	42	132	31	7	50	34	14	24	14
peak6427	chr14	73644583	73645442	.	860	18	10	12	36	68	15	6	6	48	60	22
peak6428	chr14	73712230	73714782	.	2553	52	54	96	202	200	70	86	120	1296	80	42
peak6429	chr14	73716237	73718154	.	1918	8	10	18	10	11	13	14	0	30	5	14
peak6430	chr14	73718547	73719663	.	1117	15	18	43	42	0	2	2	40	15	14	28
peak6431	chr14	73742172	73743428	.	1257	22	8	23	21	16	8	8	8	22	14	17
peak6432	chr14	73745653	73746518	.	866	1	12	5	10	10	4	5	2	24	2	6
peak6433	chr14	73758315	73760961	.	2647	250	224	210	369	294	111	212	352	2316	227	148
peak6434	chr14	73784264	73784808	.	545	0	4	9	13	12	18	9	0	24	4	0
peak6435	chr14	73785428	73788118	.	2691	54	26	46	44	77	46	44	40	1412	31	37
peak6436	chr14	73851603	73852384	.	782	47	21	14	92	44	16	16	10	92	32	58
peak6437	chr14	73885574	73888366	.	2793	89	70	109	124	106	53	60	42	544	102	84
peak6438	chr14	73949770	73951247	.	1478	49	12	36	70	112	63	14	24	136	50	112
peak6439	chr14	74017629	74019910	.	2282	50	69	99	206	189	96	62	54	548	82	114
peak6440	chr14	74084043	74085670	.	1628	76	46	52	47	69	38	21	26	62	41	54
peak6441	chr14	74239121	74242047	.	2927	32	34	90	170	51	18	50	49	38	30	80
peak6442	chr14	74257269	74258518	.	1250	21	15	41	105	66	8	26	35	54	7	41
peak6443	chr14	74302330	74303289	.	960	42	25	94	95	119	40	48	60	720	59	41
peak6444	chr14	74492800	74494395	.	1596	55	72	68	202	200	44	59	74	882	79	108
peak6445	chr14	74610564	74612738	.	2175	54	26	76	239	95	26	52	117	120	48	100
peak6446	chr14	74712681	74713687	.	1007	12	14	6	1	20	2	8	8	26	2	4
peak6447	chr14	74763105	74764535	.	1431	158	107	128	284	244	72	86	102	1044	173	106
peak6448	chr14	74881287	74883686	.	2400	48	34	108	88	52	34	84	138	1572	54	24
peak6449	chr14	74922704	74923596	.	893	29	34	26	54	50	6	18	40	112	16	38
peak6450	chr14	74954583	74956188	.	1606	25	10	64	68	28	8	32	60	82	40	65
peak6451	chr14	75002294	75003772	.	1479	76	56	36	90	101	26	40	18	406	32	58
peak6452	chr14	75050520	75052399	.	1880	88	66	96	236	92	50	56	106	406	93	38
peak6453	chr14	75065035	75065830	.	796	3	6	0	0	4	2	0	0	20	0	2
peak6454	chr14	75068013	75070313	.	2301	18	52	29	78	86	30	31	52	116	45	6
peak6455	chr14	75126198	75127840	.	1643	68	91	46	252	176	77	94	106	1222	144	129
peak6456	chr14	75175771	75177208	.	1438	80	69	88	116	246	88	36	24	206	62	68
peak6457	chr14	75276059	75280006	.	3948	304	277	215	580	539	206	198	312	331	282	199
peak6458	chr14	75293400	75294856	.	1457	58	30	48	126	28	40	42	96	62	58	16
peak6459	chr14	75426887	75429353	.	2467	34	32	24	128	70	10	24	39	392	30	18
peak6460	chr14	75514827	75516000	.	1174	21	32	12	24	36	24	8	25	26	38	20
peak6461	chr14	75522873	75524953	.	2081	5	12	8	12	27	40	10	2	54	14	4
peak6462	chr14	75525139	75526365	.	1227	2	10	0	8	19	11	2	5	24	17	6
peak6463	chr14	75577921	75579164	.	1244	28	49	19	83	67	22	12	17	116	46	42
peak6464	chr14	75660519	75662007	.	1489	112	69	45	139	206	66	34	48	516	116	98
peak6465	chr14	75981861	75983097	.	1237	51	38	74	113	77	45	39	66	206	75	26
peak6466	chr14	75984388	75986669	.	2282	60	74	38	118	46	26	24	36	162	40	62
peak6467	chr14	76151529	76153349	.	1821	35	37	14	60	131	30	34	8	270	62	70
peak6468	chr14	76376796	76377470	.	675	19	8	20	40	2	2	15	52	8	9	42
peak6469	chr14	76760595	76762638	.	2044	23	12	86	153	22	17	54	88	495	35	30
peak6470	chr14	76812102	76813211	.	1110	84	82	84	240	79	32	58	106	412	83	24
peak6471	chr14	76955829	76957681	.	1853	96	86	102	246	197	85	104	94	145	128	52
peak6472	chr14	77025085	77029308	.	4224	198	270	330	494	303	96	210	444	3468	198	128
peak6473	chr14	77032269	77034846	.	2578	96	46	44	120	177	96	40	24	192	62	82
peak6474	chr14	77096794	77099460	.	2667	180	127	135	282	244	86	126	152	492	179	98
peak6475	chr14	77124661	77125965	.	1305	22	9	26	62	12	25	30	32	28	16	15
peak6476	chr14	77139286	77140150	.	865	16	6	48	50	10	10	4	10	0	27	22
peak6477	chr14	77140736	77142088	.	1353	6	5	48	142	8	2	38	32	11	6	17
peak6478	chr14	77270058	77271753	.	1696	7	2	48	116	27	2	16	17	12	10	12
peak6479	chr14	77319911	77322647	.	2737	206	164	146	250	610	168	112	170	1290	204	122
peak6480	chr14	77375967	77377552	.	1586	40	52	74	98	63	34	52	44	1382	60	21
peak6481	chr14	77457337	77459885	.	2549	62	70	31	112	135	53	15	8	262	90	26
peak6482	chr14	77497907	77499978	.	2072	28	29	62	166	14	8	40	90	66	26	44
peak6483	chr14	77511814	77512463	.	650	6	2	4	2	2	5	14	0	22	0	0
peak6484	chr14	77615217	77617236	.	2020	50	52	64	122	83	45	52	90	1626	73	24
peak6485	chr14	77707426	77708964	.	1539	28	16	6	44	16	36	20	28	154	18	46
peak6486	chr14	77715867	77716681	.	815	2	4	2	0	2	4	10	2	18	0	0
peak6487	chr14	77760451	77761278	.	828	20	20	18	84	104	27	0	4	210	52	34
peak6488	chr14	77776206	77777030	.	825	4	7	1	11	3	1	5	2	20	4	0
peak6489	chr14	77798810	77800861	.	2052	64	105	66	181	226	102	78	52	244	63	30
peak6490	chr14	79278922	79279382	.	461	4	1	17	67	8	5	16	30	2	26	17
peak6491	chr14	80941018	80942046	.	1029	24	11	20	14	78	36	4	3	28	12	18
peak6492	chr14	80954764	80955934	.	1171	18	20	36	68	69	25	18	24	256	15	30
peak6493	chr14	81170008	81170471	.	464	17	6	24	15	58	29	4	0	32	30	10
peak6494	chr14	81219154	81221679	.	2526	126	124	166	312	231	58	134	212	568	126	75
peak6495	chr14	81235807	81236570	.	764	8	2	62	48	14	7	26	28	6	10	30
peak6496	chr14	81435639	81436883	.	1245	12	4	72	54	30	6	32	60	70	7	0
peak6497	chr14	81533348	81534155	.	808	42	38	38	28	60	36	12	22	194	44	44
peak6498	chr14	81623566	81624699	.	1134	4	8	60	54	10	7	36	30	14	20	52
peak6499	chr14	83092131	83092684	.	554	2	14	7	44	3	0	5	30	5	8	8
peak6500	chr14	84399312	84400093	.	782	2	18	26	28	1	5	10	46	6	4	18
peak6501	chr14	85351936	85353529	.	1594	10	2	56	28	2	9	10	2	4	18	12
peak6502	chr14	85935406	85936134	.	729	2	0	0	0	2	10	7	0	20	0	2
peak6503	chr14	86905345	86906025	.	681	10	6	38	56	15	4	8	44	9	6	16
peak6504	chr14	87734312	87735390	.	1079	10	4	58	64	2	4	10	24	16	8	26
peak6505	chr14	87992387	87993771	.	1385	120	46	88	254	112	51	92	136	606	58	62
peak6506	chr14	88010706	88011771	.	1066	4	2	2	0	11	4	0	0	20	0	2
peak6507	chr14	88322739	88324275	.	1537	8	8	50	50	21	2	14	34	24	4	10
peak6508	chr14	88385065	88386348	.	1284	22	34	24	72	58	12	10	20	242	20	12
peak6509	chr14	88478596	88480173	.	1578	18	10	56	104	24	4	40	52	15	30	48
peak6510	chr14	88554172	88555374	.	1203	2	4	24	74	6	9	20	56	212	10	8
peak6511	chr14	88562248	88564054	.	1807	108	145	122	188	172	52	94	112	1122	186	48
peak6512	chr14	88791942	88793405	.	1464	48	12	39	130	49	30	80	154	670	39	47
peak6513	chr14	88824373	88825073	.	701	34	18	6	64	44	10	0	20	70	40	24
peak6514	chr14	89027038	89027665	.	628	12	11	32	22	20	6	14	17	20	24	30
peak6515	chr14	89255602	89256291	.	690	4	0	0	4	0	0	2	0	18	0	0
peak6516	chr14	89304822	89305434	.	613	6	8	4	0	19	9	0	0	20	16	3
peak6517	chr14	89415761	89418284	.	2524	94	140	66	224	214	68	82	90	400	106	80
peak6518	chr14	89617731	89619625	.	1895	22	29	24	38	92	46	84	86	882	54	24
peak6519	chr14	89954339	89956956	.	2618	200	156	136	348	294	89	44	108	470	182	118
peak6520	chr14	90060176	90063050	.	2875	40	44	152	250	102	42	58	146	324	76	78
peak6521	chr14	90256340	90257433	.	1094	20	64	54	74	66	20	34	16	892	66	58
peak6522	chr14	90331762	90332355	.	594	32	4	12	50	58	23	8	10	54	12	44
peak6523	chr14	90382560	90385619	.	3060	124	69	46	92	261	102	14	24	186	96	64
peak6524	chr14	90396210	90398760	.	2551	156	177	246	460	301	117	196	266	3646	166	86
peak6525	chr14	90757369	90758857	.	1489	110	47	110	198	80	62	75	80	108	72	14
peak6526	chr14	90827729	90828542	.	814	37	28	31	60	81	44	36	29	50	42	17
peak6527	chr14	91058362	91062535	.	4174	140	182	76	188	362	182	74	158	1070	116	95
peak6528	chr14	91114536	91115360	.	825	6	2	4	14	33	30	2	0	24	17	2
peak6529	chr14	91240424	91243727	.	3304	26	21	12	22	41	40	28	16	102	33	18
peak6530	chr14	91244175	91245499	.	1325	20	22	10	22	26	46	24	10	28	30	20
peak6531	chr14	91264088	91265061	.	974	7	2	24	13	9	1	32	36	46	10	12
peak6532	chr14	91271926	91274267	.	2342	24	14	64	130	42	14	28	60	14	9	56
peak6533	chr14	91302909	91304181	.	1273	10	3	52	22	17	14	14	10	5	0	30
peak6534	chr14	91313027	91313797	.	771	2	3	14	23	14	10	10	2	36	2	22
peak6535	chr14	91323982	91325299	.	1318	10	38	42	50	59	38	18	20	30	43	22
peak6536	chr14	91370843	91372329	.	1487	22	8	2	34	15	30	42	4	12	14	2
peak6537	chr14	91372462	91373056	.	595	2	8	27	4	35	8	10	2	18	9	24
peak6538	chr14	91398721	91400191	.	1471	26	11	14	14	20	10	0	3	36	16	14
peak6539	chr14	91415394	91419333	.	3940	130	136	110	299	287	106	162	292	1726	164	104
peak6540	chr14	91509131	91511486	.	2356	233	289	230	354	392	121	156	240	4558	235	212
peak6541	chr14	91835591	91837090	.	1500	47	52	62	226	81	41	88	94	441	87	58
peak6542	chr14	91869564	91870634	.	1071	11	19	20	12	48	35	8	8	20	4	25
peak6543	chr14	91947136	91947984	.	849	9	4	17	8	14	8	14	5	34	7	0
peak6544	chr14	92039310	92041013	.	1704	38	44	42	46	92	38	20	12	112	45	26
peak6545	chr14	92105721	92107381	.	1661	112	54	50	110	178	88	60	90	576	123	100
peak6546	chr14	92107806	92108870	.	1065	4	3	1	0	5	6	2	0	24	2	6
peak6547	chr14	92110304	92112067	.	1764	5	0	4	2	6	10	0	4	40	0	8
peak6548	chr14	92112498	92114429	.	1932	4	8	2	12	22	8	4	14	40	0	11
peak6549	chr14	92120157	92123779	.	3623	64	90	62	58	110	34	38	74	768	68	84
peak6550	chr14	92322949	92324462	.	1514	10	12	71	154	17	6	62	58	26	16	6
peak6551	chr14	92513140	92515074	.	1935	34	34	72	130	28	21	47	116	650	70	36
peak6552	chr14	92650845	92655289	.	4445	68	40	46	70	182	50	16	48	538	78	52
peak6553	chr14	92686746	92689403	.	2658	22	10	106	120	28	10	44	86	30	21	64
peak6554	chr14	92748062	92748750	.	689	23	24	21	44	40	15	6	12	48	10	19
peak6555	chr14	92793863	92795743	.	1881	60	49	70	118	110	32	42	34	298	97	58
peak6556	chr14	92972972	92974207	.	1236	8	8	40	35	6	4	8	2	5	4	0
peak6557	chr14	93113464	93116666	.	3203	94	118	134	279	172	49	100	228	1484	161	60
peak6558	chr14	93184040	93185703	.	1664	148	105	132	352	171	76	90	186	1398	160	86
peak6559	chr14	93202915	93204597	.	1683	0	6	2	18	14	4	4	0	32	9	0
peak6560	chr14	93205981	93208427	.	2447	66	68	94	140	134	56	40	54	828	77	70
peak6561	chr14	93331211	93333617	.	2407	62	42	139	164	71	28	112	154	2364	76	12
peak6562	chr14	93347008	93347831	.	824	2	6	8	14	10	0	30	36	6	4	8
peak6563	chr14	93788597	93789407	.	811	15	6	32	79	6	2	12	32	10	2	15
peak6564	chr14	93938771	93940271	.	1501	32	22	78	94	75	14	50	82	30	54	47
peak6565	chr14	93952497	93953504	.	1008	6	2	0	17	18	7	10	3	20	0	3
peak6566	chr14	93953702	93954646	.	945	18	8	8	11	19	19	8	2	54	2	13
peak6567	chr14	93955401	93957455	.	2055	19	16	16	12	47	47	20	0	72	26	4
peak6568	chr14	93957717	93958438	.	722	12	6	4	2	9	10	4	2	22	2	26
peak6569	chr14	94026194	94027343	.	1150	50	32	74	146	66	23	24	52	206	14	12
peak6570	chr14	94080239	94081571	.	1333	58	52	52	96	109	42	36	36	506	48	92
peak6571	chr14	94098928	94099452	.	525	0	0	36	6	13	1	6	4	4	4	2
peak6572	chr14	94129342	94129979	.	638	14	16	26	18	57	14	2	8	56	14	8
peak6573	chr14	94173586	94175348	.	1763	61	63	125	174	49	28	88	119	196	72	42
peak6574	chr14	94461208	94462318	.	1111	3	4	3	12	0	6	36	0	2	1	22
peak6575	chr14	94657383	94658231	.	849	2	4	13	19	5	0	12	12	22	8	0
peak6576	chr14	94768142	94769394	.	1253	18	12	36	42	31	21	17	38	19	32	13
peak6577	chr14	94769440	94770674	.	1235	2	20	84	57	22	23	42	48	40	26	44
peak6578	chr14	95156017	95158035	.	2019	88	38	142	160	113	52	110	128	1870	80	38
peak6579	chr14	95319341	95319903	.	563	20	22	38	51	19	11	14	56	72	12	4
peak6580	chr14	95492485	95493084	.	600	4	0	0	0	3	10	1	0	20	0	0
peak6581	chr14	95514357	95517559	.	3203	79	62	214	244	103	48	80	188	1624	100	70
peak6582	chr14	95533078	95536480	.	3403	150	96	104	164	212	68	102	140	1574	116	218
peak6583	chr14	95875708	95877721	.	2014	18	22	86	142	10	13	42	72	22	6	29
peak6584	chr14	96038931	96040010	.	1080	6	26	56	50	3	8	14	26	48	9	5
peak6585	chr14	96362113	96364591	.	2479	124	96	140	304	256	60	118	182	1940	188	128
peak6586	chr14	96390924	96392992	.	2069	37	24	62	194	92	41	48	81	306	44	38
peak6587	chr14	96424069	96424628	.	560	6	27	22	26	41	22	10	28	32	28	0
peak6588	chr14	96501473	96503757	.	2285	166	112	116	316	279	97	50	76	1198	179	188
peak6589	chr14	96591941	96593254	.	1314	6	18	42	26	31	9	6	22	17	8	20
peak6590	chr14	96741348	96742208	.	861	44	15	44	72	22	10	17	38	4	23	18
peak6591	chr14	96797022	96798667	.	1646	42	42	46	96	86	28	82	110	1070	54	30
peak6592	chr14	97032863	97033999	.	1137	10	16	48	73	8	14	15	32	20	18	15
peak6593	chr14	97218573	97219744	.	1172	10	37	30	68	17	4	14	53	30	14	10
peak6594	chr14	99173866	99176685	.	2820	26	35	134	80	20	13	76	152	16	42	75
peak6595	chr14	99230883	99232577	.	1695	41	42	22	118	102	70	18	33	64	42	44
peak6596	chr14	99245319	99247146	.	1828	76	84	94	184	98	50	30	114	258	66	74
peak6597	chr14	99257481	99258651	.	1171	14	10	19	38	29	21	16	8	22	12	6
peak6598	chr14	99268258	99275369	.	7112	226	170	328	376	471	160	210	356	5462	281	238
peak6599	chr14	99479186	99482505	.	3320	77	75	154	158	214	69	155	244	2518	109	76
peak6600	chr14	99542914	99543707	.	794	12	3	6	4	10	0	0	7	20	8	0
peak6601	chr14	99602780	99606012	.	3233	109	100	147	313	142	65	136	184	791	107	127
peak6602	chr14	99644926	99646050	.	1125	4	2	27	92	3	0	30	60	14	2	9
peak6603	chr14	99682733	99685055	.	2323	72	60	142	254	152	74	123	160	384	108	124
peak6604	chr14	99729540	99730843	.	1304	12	8	42	57	1	3	44	66	24	2	0
peak6605	chr14	99773461	99774111	.	651	2	2	54	12	6	0	8	2	5	2	14
peak6606	chr14	99793350	99794094	.	745	4	2	16	2	0	2	22	10	32	3	0
peak6607	chr14	99970213	99972949	.	2737	46	42	88	152	58	30	84	106	1012	24	36
peak6608	chr14	100066873	100069037	.	2165	22	41	16	24	108	56	12	14	92	48	18
peak6609	chr14	100070971	100071624	.	654	5	2	3	0	8	4	2	0	20	0	2
peak6610	chr14	100143923	100145527	.	1605	14	18	40	38	34	12	17	4	15	27	76
peak6611	chr14	100148812	100150079	.	1268	24	6	62	58	16	7	30	54	20	18	38
peak6612	chr14	100158853	100160643	.	1791	25	25	57	84	21	19	32	56	110	22	44
peak6613	chr14	100192163	100193475	.	1313	60	40	34	78	73	42	31	28	62	60	63
peak6614	chr14	100213588	100215284	.	1697	100	96	106	200	222	73	72	111	898	110	44
peak6615	chr14	100217412	100219325	.	1914	20	2	1	4	8	4	10	0	40	26	12
peak6616	chr14	100220101	100221561	.	1461	18	6	6	0	13	13	5	2	56	24	12
peak6617	chr14	100222122	100223619	.	1498	23	13	7	0	33	16	14	0	38	12	10
peak6618	chr14	100225491	100227099	.	1609	11	8	2	18	6	8	4	6	40	10	2
peak6619	chr14	100235521	100237029	.	1509	22	14	0	6	16	6	8	2	36	25	12
peak6620	chr14	100237443	100240924	.	3482	329	242	298	596	244	100	252	512	5412	288	90
peak6621	chr14	100284732	100286236	.	1505	82	64	42	116	102	24	50	48	202	116	60
peak6622	chr14	100292018	100293527	.	1510	17	6	56	102	9	10	38	56	16	40	44
peak6623	chr14	100304374	100307761	.	3388	53	80	146	274	96	22	80	170	630	56	26
peak6624	chr14	100327591	100330316	.	2726	39	16	55	126	24	16	16	29	32	14	76
peak6625	chr14	100374384	100377150	.	2767	133	150	129	284	208	88	84	100	696	134	128
peak6626	chr14	100537094	100539426	.	2333	28	32	90	198	32	16	41	80	12	54	74
peak6627	chr14	100540225	100540886	.	662	8	6	21	10	20	6	9	28	8	14	17
peak6628	chr14	100546411	100546957	.	547	10	16	22	79	34	14	28	36	60	14	4
